question_id,sample_id,participant_id,video_id,video_paths,video_file_paths,has_uploaded_sample_video,annotation_task_type,task_type,cognitive_level,question,option_a,option_b,option_c,option_d,correct_option,evidence_temporal,evidence_spatial,reasoning_chain,annotator_id,created_at,qc_status,annotation_source
egomonth_qa_000619,013,013,013_0046,013/013_0046.mp4,videos/013/013_0046.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<013_0046.mp4>What specific type of food did the user get from the takeout and consume while using the computer?,A.Hamburger,B.Pizza,C.Sushi,D.Fried chicken,B,ev_105,0046_obj_pizza_01,"During the event of eating and working (ev_105), it is clearly shown that the food the user is consuming is pizza.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000620,013,013,013_0046,013/013_0046.mp4,videos/013/013_0046.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0046.mp4>Based on the user's action immediately after getting the takeout, what habit can be inferred?",A.Eating at the dining table with full attention to the meal,B.Multitasking by eating meals while continuing to operate the computer,C.Storing food in the refrigerator to eat later,D.Going out to eat with friends,B,ev_104|ev_105,,"After receiving the food (ev_104), the user does not take a dedicated meal break. Instead, they immediately return to the computer and eat the pizza while operating it (ev_105), demonstrating a habit of multitasking or working/studying while eating.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000621,013,013,013_0047,013/013_0047.mp4,videos/013/013_0047.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0047.mp4>Did the user pick up the parcels before or after throwing away the trash?,A.Before throwing away the trash,B.After throwing away the trash,C.They did not pick up any parcels,D.At exactly the same time,B,ev_106|ev_107,,"The user finishes throwing the trash (ev_106) at 2:13 and immediately after, begins the process of picking up the parcels (ev_107).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000622,013,013,013_0047,013/013_0047.mp4,videos/013/013_0047.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0047.mp4>What is the logical sequence of the user's outdoor errands in this video?,"A.Picking up parcels, then throwing away trash","B.Throwing away trash, then picking up parcels","C.Buying groceries, then picking up parcels","D.Throwing away trash, then buying groceries",B,ev_106|ev_107,,"The user's outdoor workflow consists of two consecutive steps: first disposing of the garbage (ev_106), followed immediately by retrieving packages from the courier station (ev_107).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000623,013,013,013_0047,013/013_0047.mp4,videos/013/013_0047.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0047.mp4>Based on the user completing both errands in a single trip outside, what behavioral habit do they demonstrate?",A.Forgetting items and needing to go back home frequently,B.Batching outdoor tasks together to improve efficiency and save time,C.Preferring to take multiple separate trips for each chore,D.Avoiding picking up parcels altogether,B,ev_106|ev_107,,"The events of throwing trash (ev_106) and picking up parcels (ev_107) happen back-to-back in a single outing, indicating a habit of batching errands to maximize time efficiency when leaving the house.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000624,013,013,013_0048,013/013_0048.mp4,videos/013/013_0048.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0048.mp4>Which event happened earlier: cleaning the living room or throwing away the trash outside?,A.Throwing away the trash outside,B.Cleaning the living room,C.They occurred simultaneously,D.Neither of these events occurred,B,ev_109|ev_110,,"The user cleans the living room (ev_109) from 12:45 to 20:00, and later goes outside to throw the trash (ev_110) at 23:20.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000625,013,013,013_0048,013/013_0048.mp4,videos/013/013_0048.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0048.mp4>What is the sequence of the user's outdoor errands after leaving the house?,"A.Picking up parcels, throwing away trash, going home","B.Throwing away trash, going home, picking up parcels","C.Throwing away trash, picking up parcels, going home","D.Going home, throwing away trash, picking up parcels",C,ev_110|ev_111|ev_112,,"Once outside, the user first throws away the trash (ev_110), then heads to the courier station to pick up parcels (ev_111), and finally heads back home (ev_112).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000626,013,013,013_0048,013/013_0048.mp4,videos/013/013_0048.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0048.mp4>Based on the sequence of indoor events, what habit does the user demonstrate after unpacking parcels?",A.Immediately going to sleep,B.Cleaning up the living room right after unpacking to clear the packaging mess,C.Unpacking more parcels outside,D.Starting to cook a meal right away,B,ev_108|ev_109,,"The user spends a long time unpacking parcels (ev_108) and almost immediately starts cleaning the living room (ev_109), which strongly implies a habit of cleaning up packaging debris promptly to maintain a tidy space.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000627,013,013,013_0048,013/013_0048.mp4,videos/013/013_0048.mp4,false,event_counting,Event Counting,Level 3: Cascading Reasoning,<013_0048.mp4>How many distinct indoor chores does the user complete before stepping outside?,A.1,B.2,C.3,D.4,B,ev_108|ev_109,,"Before going outside at 23:20, the user completes two distinct indoor chores: unpacking parcels (ev_108) and cleaning the living room (ev_109).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000628,013,013,013_0048,013/013_0048.mp4,videos/013/013_0048.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0048.mp4>Where is the user located at the timestamp 26:00?,A.Living room,B.Stairwell,C.Courier station,D.Kitchen,C,ev_111,,"At 26:00, the user is picking up parcels (ev_111, from 25:33 to 27:53), an event which takes place at the courier station.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000629,013,013,013_0048,013/013_0048.mp4,videos/013/013_0048.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<013_0048.mp4>At what time does the user finish unpacking the parcels in the living room?,A.12:37,B.12:45,C.20:00,D.23:20,A,ev_108,,The event of unpacking parcels (ev_108) concludes at exactly 12:37 in the video.,worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000630,013,013,013_0049,013/013_0049.mp4,videos/013/013_0049.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0049.mp4>What is the logical order of chores performed by the user in the living room?,"A.Tidying the table, ironing clothes, unpacking gift boxes","B.Unpacking gift boxes, ironing clothes, tidying the table","C.Unpacking gift boxes, tidying the table, ironing clothes","D.Ironing clothes, unpacking gift boxes, tidying the table",C,ev_113|ev_114|ev_115,,"The user starts with unpacking gift boxes (ev_113), then cleans the table (ev_114), and finally irons the clothes (ev_115).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000631,013,013,013_0049,013/013_0049.mp4,videos/013/013_0049.mp4,false,object_counting_global,Object Counting,Level 3: Cascading Reasoning,<013_0049.mp4>How many individual pieces of clothing does the user iron throughout the video?,A.1,B.2,C.3,D.4,B,ev_115,0049_obj_clothes_01,"During the ironing event (ev_115), the user is seen processing a total of two distinct garments.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000632,013,013,013_0049,013/013_0049.mp4,videos/013/013_0049.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<013_0049.mp4>What is the correct color sequence of the clothes the user irons?,"A.Grey first, then off-white","B.Off-white first, then grey",C.Both are grey,D.Both are off-white,B,ev_115,0049_obj_clothes_01,"In the ironing segment, the user first irons an off-white garment and then proceeds to iron a grey one.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000633,013,013,013_0049,013/013_0049.mp4,videos/013/013_0049.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0049.mp4>Does the user start ironing the clothes before or after tidying the living room table?,A.Before,B.After,C.At the exact same time,D.The user does not iron clothes,B,ev_114|ev_115,,"Tidying the table (ev_114) ends at 17:46, and the ironing process (ev_115) begins later at 27:01.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000634,013,013,013_0050,013/013_0050.mp4,videos/013/013_0050.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0050.mp4>Which event takes place first: the user carrying the parcel back home or picking it up?,A.Carrying the parcel back home,B.Picking up the parcel,C.Both events happen at the same time,D.Neither event occurs in the video,B,ev_116|ev_117,,The user first picks up the parcel (ev_116) from 0:00 to 3:34 and then starts carrying it home (ev_117) at 3:35.,worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000635,013,013,013_0050,013/013_0050.mp4,videos/013/013_0050.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0050.mp4>Where is the user located at the 6:30 timestamp of the video?,A.Courier station,B.Living room,C.Stairwell,D.Kitchen,C,ev_117,,"At 6:30, the user is in the middle of carrying the parcel home (ev_117), which is recorded as taking place in the stairwell.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000636,013,013,013_0051,013/013_0051.mp4,videos/013/013_0051.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<013_0051.mp4>Where is the user located while assembling the clothes hanger stand?,A.In the bedroom,B.In the living room,C.In the kitchen,D.In the bathroom,B,ev_118,0051_obj_stand_01,The assembly process takes place throughout the video in the living room area.,worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000637,013,013,013_0051,013/013_0051.mp4,videos/013/013_0051.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<013_0051.mp4>At what timestamp does the user successfully complete the installation of the clothes hanger stand?,A.10:00,B.15:30,C.20:00,D.27:00,D,ev_118,,"The recorded event for assembling the stand concludes at the 27:00 mark, indicating the completion of the task.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000638,013,013,013_0052,013/013_0052.mp4,videos/013/013_0052.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0052.mp4>Which event happens first: the user taking ingredients from the refrigerator or the user's first cooking session?,A.Taking ingredients from the refrigerator,B.The first cooking session,C.They occur simultaneously,D.Neither happens,B,ev_120|ev_121,,"Counter-intuitively, the user's first cooking session (ev_120) occurs from 9:15 to 17:00, which is before they retrieve additional ingredients from the refrigerator (ev_121) at 18:10.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000639,013,013,013_0052,013/013_0052.mp4,videos/013/013_0052.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0052.mp4>What is the logical sequence of the user's kitchen chores and cooking process?,"A.Cooking, taking ingredients, washing dishes, cooking again","B.Washing dishes, cooking, taking ingredients, cooking again","C.Taking ingredients, washing dishes, cooking, cooking again","D.Washing dishes, taking ingredients, cooking, cooking again",B,ev_119|ev_120|ev_121|ev_122,,"The video shows a chronological flow: first washing dishes (ev_119), then beginning to cook (ev_120), interrupting to get more ingredients (ev_121), and finally resuming cooking (ev_122).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000640,013,013,013_0052,013/013_0052.mp4,videos/013/013_0052.mp4,false,event_counting,Event Counting,Level 3: Cascading Reasoning,<013_0052.mp4>How many distinct periods of cooking does the user perform in the video?,A.1,B.2,C.3,D.4,B,ev_120|ev_122,,"The user cooks from 9:15 to 17:00 (ev_120), pauses to get ingredients, and then has a second distinct cooking session from 21:00 to 22:45 (ev_122).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000641,013,013,013_0052,013/013_0052.mp4,videos/013/013_0052.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0052.mp4>Based on the user's initial actions before cooking, what hygiene habit do they display?",A.Washing hands before eating,B.Wiping the stove after cooking,C.Clearing the sink by washing dishes before starting a new cooking session,D.Leaving dirty dishes until the next day,C,ev_119|ev_120,,"Before starting the meal preparation (ev_120), the user spends nearly 9 minutes washing dishes (ev_119), indicating a habit of cleaning the workspace and sink prior to beginning a new cooking task.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000642,013,013,013_0052,013/013_0052.mp4,videos/013/013_0052.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<013_0052.mp4>Where does the user retrieve the additional ingredients from around the 18:20 mark?,A.The kitchen cabinet,B.The refrigerator,C.A grocery bag on the floor,D.The dining table,B,ev_121,0052_obj_refrigerator_01|0052_obj_ingredients_01,"During the event of gathering additional ingredients (ev_121), the user specifically takes them out of the kitchen refrigerator.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000643,013,013,013_0053,013/013_0053.mp4,videos/013/013_0053.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0053.mp4>What is the complete sequence of activities performed by the user in this video?,"A.Unpacking parcels, cooking, preparing ingredients, processing chicken wings","B.Unpacking parcels, preparing ingredients, cooking, processing chicken wings","C.Preparing ingredients, unpacking parcels, cooking, processing chicken wings","D.Unpacking parcels, preparing ingredients, processing chicken wings, cooking",B,ev_123|ev_124|ev_125|ev_126,,"The user first unpacks parcels (ev_123), moves to the kitchen to prep ingredients (ev_124), performs the main cooking session (ev_125), and finally processes chicken wings (ev_126).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000644,013,013,013_0053,013/013_0053.mp4,videos/013/013_0053.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0053.mp4>Did the user process the chicken wings before or after the main cooking session?,A.Before the main cooking session,B.After the main cooking session,C.Exactly at the same time,D.The user did not process chicken wings,B,ev_125|ev_126,,"The main cooking session (ev_125) ends at 90:00, and the processing of the chicken wings (ev_126) occurs later, starting at 92:30.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000645,013,013,013_0053,013/013_0053.mp4,videos/013/013_0053.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<013_0053.mp4>What specific meat ingredient does the user process towards the end of the video?,A.Beef steak,B.Pork ribs,C.Chicken wings,D.Fish fillet,C,ev_126,0053_obj_chicken_wings_01,"In the final event of the video (ev_126), the user is specifically shown processing chicken wings.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000646,013,013,013_0053,013/013_0053.mp4,videos/013/013_0053.mp4,false,event_counting,Event Counting,Level 3: Cascading Reasoning,<013_0053.mp4>How many distinct food-related tasks does the user perform in the kitchen?,A.1,B.2,C.3,D.4,C,ev_124|ev_125|ev_126,,"Filtering out the living room task, the user performs exactly 3 distinct food-related tasks in the kitchen: preparing ingredients (ev_124), cooking (ev_125), and processing chicken wings (ev_126).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000647,013,013,013_0053,013/013_0053.mp4,videos/013/013_0053.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0053.mp4>Where is the user located during the first 6 minutes of the video?,A.Kitchen,B.Living room,C.Bedroom,D.Outdoor,B,ev_123,,"From 0:00 to 6:00, the user is unpacking parcels (ev_123), which takes place in the living room.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000648,013,013,013_0054,013/013_0054.mp4,videos/013/013_0054.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0054.mp4>What is the logical sequence of activities the user performs from home to the courier station?,"A.Sweeping, picking up a parcel, throwing trash","B.Throwing trash, sweeping, picking up a parcel","C.Sweeping, throwing trash, picking up a parcel","D.Picking up a parcel, throwing trash, sweeping",C,ev_127|ev_128|ev_129,,"The user first sweeps (ev_127), then goes out to dispose of trash (ev_128), and finally heads to the station to pick up a parcel (ev_129).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000649,013,013,013_0054,013/013_0054.mp4,videos/013/013_0054.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0054.mp4>Did the user pick up the parcel before or after throwing away the trash?,A.Before,B.After,C.Simultaneously,D.The user did not throw trash,B,ev_128|ev_129,,The user finishes throwing trash (ev_128) at 7:06 and then picks up the parcel (ev_129) starting at 8:04.,worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000650,013,013,013_0054,013/013_0054.mp4,videos/013/013_0054.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0054.mp4>Based on the actions following the sweeping task, what habit do they demonstrate regarding waste management?",A.Leaving swept waste in a corner,B.Sweeping several times a day,C.Disposing of waste immediately after cleaning,D.Throwing trash before cleaning,C,ev_127|ev_128,,"After sweeping (ev_127), the user immediately prepares to and then does dispose of the trash (ev_128) outdoors, showing a habit of completing the waste removal process right after cleaning.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000651,013,013,013_0061,013/013_0061.mp4,videos/013/013_0061.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0061.mp4>What is the full chronological sequence of the kitchen tasks performed by the user?,"A.Cooking, preparing ingredients, washing dishes, tidying up","B.Preparing ingredients, cooking, washing dishes, tidying up","C.Washing dishes, preparing ingredients, cooking, tidying up","D.Preparing ingredients, washing dishes, cooking, tidying up",B,ev_130|ev_131|ev_132|ev_133,,"The user follows a standard workflow: starts with ingredient prep (ev_130), then cooking (ev_131), followed by cleanup which includes washing dishes (ev_132) and tidying the counter (ev_133).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000652,013,013,013_0061,013/013_0061.mp4,videos/013/013_0061.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0061.mp4>Did the user tidy up the kitchen counter before or after washing the dishes?,A.Before washing the dishes,B.After washing the dishes,C.At the same time,D.The user did not tidy up the counter,B,ev_132|ev_133,,"The event of washing dishes (ev_132) ends at 57:46, and the tidying of the counter (ev_133) begins later at 58:00.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000653,013,013,013_0061,013/013_0061.mp4,videos/013/013_0061.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0061.mp4>Based on the user's continuous actions after cooking, what habit do they demonstrate regarding kitchen maintenance?",A.Leaving dishes in the sink for later,"B.Performing a complete cleanup, including dishes and surfaces, immediately after cooking",C.Only cleaning the surfaces without washing dishes,D.Cooking and then immediately eating without cleaning,B,ev_131|ev_132|ev_133,,"Following the cooking session, the user moves directly to washing dishes and then tidying the counter, showing a habit of immediate and thorough kitchen cleanup post-meal preparation.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000654,013,013,013_0061,013/013_0061.mp4,videos/013/013_0061.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<013_0061.mp4>Where are the dishes located during the washing process around the 50-minute mark?,A.On the dining table,B.In the dishwasher,C.In the kitchen sink,D.In the kitchen cabinet,C,ev_132,0061_obj_dishes_01,"During the event of washing dishes, the dishes are specifically located in the kitchen sink.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000655,013,013,013_0061,013/013_0061.mp4,videos/013/013_0061.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<013_0061.mp4>At what time does the user finish the dishwashing event?,A.40:39,B.44:27,C.57:46,D.65:00,C,ev_132,,The event of washing dishes (ev_132) concludes at exactly 57:46.,worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000656,013,013,013_0062,013/013_0062.mp4,videos/013/013_0062.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0062.mp4>What is the logical sequence of cleaning tasks performed by the user?,"A.Organizing kitchen, washing dishes, sweeping living room","B.Washing dishes, organizing kitchen, sweeping living room","C.Sweeping living room, washing dishes, organizing kitchen","D.Washing dishes, sweeping living room, organizing kitchen",B,ev_135|ev_136|ev_137,,"The user starts by washing dishes (ev_135), then organizes kitchen items (ev_136), and finally moves to the living room to sweep (ev_137).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000657,013,013,013_0062,013/013_0062.mp4,videos/013/013_0062.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0062.mp4>Does the user sweep the living room before or after finishing tasks in the kitchen?,A.Before,B.After,C.Simultaneously,D.The user does not sweep the living room,B,ev_136|ev_137,,"Kitchen tasks conclude at 25:04 (ev_136), and the user begins sweeping the living room (ev_137) at 26:38.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000658,013,013,013_0062,013/013_0062.mp4,videos/013/013_0062.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0062.mp4>Based on the user's activities, what multitasking habit do they exhibit while doing housework?",A.Watching TV while cleaning,B.Listening to audio content (podcast) while performing manual chores,C.Talking on the phone while washing dishes,D.Cooking while sweeping,B,ev_134|ev_135|ev_137,,"The podcast audio (ev_134) overlaps with every physical task (washing, organizing, sweeping), showing a consistent habit of audio multitasking during house maintenance.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000659,013,013,013_0062,013/013_0062.mp4,videos/013/013_0062.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,"<013_0062.mp4>At the 27:30 timestamp, which room is the user currently cleaning?",A.Kitchen,B.Bedroom,C.Living room,D.Bathroom,C,ev_137,,"At 27:30, the user is in the middle of sweeping (ev_137), which takes place in the living room.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000660,013,013,013_0063,013/013_0063.mp4,videos/013/013_0063.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0063.mp4>Does the user go outside to throw away the trash before or after being busy inside the house?,A.Before,B.After,C.Simultaneously,D.The user did not go outside,A,ev_138|ev_139,,"The user is seen throwing away trash (ev_138) from 0:00 to 3:29, and then returns to be busy inside (ev_139) starting at 5:00.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000661,013,013,013_0063,013/013_0063.mp4,videos/013/013_0063.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0063.mp4>Where is the user located at the 8:00 mark of the video?,A.Outdoor,B.Stairwell,C.Inside the house,D.Courier station,C,ev_139,,"At 8:00, the user is within the time range of being busy inside the house (ev_139, 5:00-11:50).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000662,013,013,013_0064,013/013_0064.mp4,videos/013/013_0064.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0064.mp4>What is the sequence of the physical tasks the user performs in the video?,"A.Combing hair, organizing clothes, tidying the desk","B.Organizing clothes, tidying the desk, combing hair","C.Organizing clothes, combing hair, tidying the desk","D.Tidying the desk, organizing clothes, combing hair",C,ev_141|ev_142|ev_143,,"The user starts by organizing clothes (ev_141), then moves to the living room to comb their hair (ev_142), and finally tidies the desk (ev_143).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000663,013,013,013_0064,013/013_0064.mp4,videos/013/013_0064.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0064.mp4>Did the user comb their hair before or after tidying the desk?,A.Before tidying the desk,B.After tidying the desk,C.At the same time,D.The user did not tidy the desk,A,ev_142|ev_143,,"The user combs their hair (ev_142) ending at 15:06, which occurs before they start tidying the desk (ev_143) at 16:40.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000664,013,013,013_0064,013/013_0064.mp4,videos/013/013_0064.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0064.mp4>Based on the user's overall activities in the video, what habit do they exhibit?",A.Watching television while getting ready,B.Listening to music continuously while moving between rooms to perform chores and personal grooming,C.Eating snacks while organizing the room,D.Only cleaning the room in complete silence,B,ev_140|ev_141|ev_142|ev_143,,"The user has background music playing continuously (ev_140) overlapping with physical tasks across different rooms: organizing clothes in the bedroom (ev_141), then combing hair (ev_142) and tidying the desk (ev_143) in the living room, showing a habit of listening to music during routine activities.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000665,013,013,013_0064,013/013_0064.mp4,videos/013/013_0064.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0064.mp4>Where is the user located when they are combing their hair at 14:00?,A.Kitchen,B.Bedroom,C.Living room,D.Bathroom,C,ev_142,,"At the 14:00 mark, the user is in the process of combing their hair (ev_142), which takes place in the living room after they finished organizing clothes in the bedroom.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000666,013,013,013_0066,013/013_0066.mp4,videos/013/013_0066.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0066.mp4>What is the sequence of tasks the user performs after arriving home?,"A.Washing strawberries, sweeping, washing dishes","B.Washing dishes, sweeping, washing strawberries","C.Sweeping, washing dishes, washing strawberries","D.Washing dishes, washing strawberries, sweeping",B,ev_145|ev_146|ev_147,,"After arriving home, the user first washes dishes (ev_145), then sweeps the living room (ev_146), and finally washes strawberries (ev_147).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000667,013,013,013_0066,013/013_0066.mp4,videos/013/013_0066.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0066.mp4>Did the user sweep the living room before or after washing the dishes?,A.Before,B.After,C.Simultaneously,D.The user did not sweep the floor,B,ev_145|ev_146,,"Washing dishes (ev_145) ends at 32:48, and the sweeping task (ev_146) begins later at 33:08.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000668,013,013,013_0066,013/013_0066.mp4,videos/013/013_0066.mp4,false,habit_inference,Habit Inference,Level 1: Schema Consolidation,"<013_0066.mp4>Based on the user's continuous household chores after returning home, what habit do they exhibit?",A.Laziness,B.Procrastination,C.Diligence in maintaining a clean home,D.Forgetfulness,C,ev_145|ev_146,,"The user immediately engages in washing dishes and sweeping the floor upon returning home, demonstrating a habit of diligence and care for home cleanliness.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000669,013,013,013_0066,013/013_0066.mp4,videos/013/013_0066.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0066.mp4>Where is the user located at the 3:00 mark of the video?,A.Kitchen,B.Living room,C.Stairwell,D.Bedroom,C,ev_144,,"At the 3:00 timestamp, the user is in the middle of the 'going upstairs' event (ev_144), which takes place in the stairwell.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000670,013,013,013_0066,013/013_0066.mp4,videos/013/013_0066.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<013_0066.mp4>Where are the strawberries located when the user is washing them?,A.In the living room,B.In the kitchen sink,C.In the bedroom,D.In the refrigerator,B,ev_147,0066_obj_strawberries_01,"During the event of washing strawberries (ev_147), the fruit is located in the kitchen area, specifically being washed in the sink.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000671,013,013,013_0067,013/013_0067.mp4,videos/013/013_0067.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<013_0067.mp4>What is the chronological sequence of the user's outdoor errands in this video?,"A.Picking up parcels, throwing trash, going home","B.Throwing trash, picking up parcels, going home","C.Throwing trash, going home, picking up parcels","D.Going home, picking up parcels, throwing trash",B,ev_148|ev_149|ev_150,,"The user first goes downstairs to dispose of trash (ev_148), then heads to the courier station (ev_149), and finally returns home (ev_150).",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000672,013,013,013_0067,013/013_0067.mp4,videos/013/013_0067.mp4,false,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,<013_0067.mp4>Did the user pick up the parcels before or after throwing away the trash?,A.Before throwing away the trash,B.After throwing away the trash,C.Simultaneously,D.The user did not throw away trash,B,ev_148|ev_149,,"Throwing trash (ev_148) ends at 3:28, while picking up parcels (ev_149) starts later at 4:10.",worker_12,2026-02-28,accepted,global_json_list
egomonth_qa_000673,013,013,013_0067,013/013_0067.mp4,videos/013/013_0067.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<013_0067.mp4>Where is the user located at the 6:00 timestamp of the video?,A.Stairwell,B.Living room,C.Courier station,D.Kitchen,C,ev_149,,"At 6:00, the user is within the time range of picking up parcels (ev_149, 4:10-9:06), which takes place at the courier station.",worker_12,2026-02-28,accepted,global_json_list
